bugiewoodies	#forzaITALIA #good #worldcup #brazil http://t.co/y383zuKDHW
ScoutWC	Scout Brazil: Keeping the players cool at Brazil 2014: FIFA has clarified the procedure for cooli... http://t.co/SCEYcfBW3v #FIFA #Samba
ScoutBRA	Scout Brazil: Keeping the players cool at Brazil 2014: FIFA has clarified the procedure for cooli... http://t.co/F5u6PlE5P4 #FIFA #Samba
cptnohard	#amazing what Brazil sounds like when the scores in the #worldcup http://t.co/GCrMAJoq4d
KevinKDrew	#WorldCup advice from @SouthAfrica to #Brazil: http://t.co/6qrxhFe6Mu
TedYokohama	@Elsa_hikki @woiiw Japanese being discriminated against in South Korea #FIFA #Brazil #Brasil #WorldCup #FifaWorldCup http://t.co/5u3vIHuRXW
yudhyhgLinkbuck	Mega-events may get less ambitious as Brazil counts World Cup costs http://t.co/NtnJV5RQ8c
l_pechi	Finally we reached the day #32countries #worldcup #nationalteams #brazil #2014 #worldcupbrazil (video made ... https://t.co/pnTQBKMgmy
ross11ross	Neymar 1st goal 7/2 Brazil evens Mexico + Chile-1 4/1 Chile 4/9 Robben in 90 7/2  This cant continue! #bookiebashing #WorldCup #yettolose
grouptopic	Young guns kept quiet: No candidates for the Hyundai Young Player award were in action on Matchday 2 at Brazil... http://t.co/dDLIUFG6A5
N3WSFOOTBALL	Young guns kept quiet: No candidates for the Hyundai Young Player award were in action on Matchday 2 at Brazil... http://t.co/Cy1QV24j9A
GusdyNvelian	Young guns kept quiet: No candidates for the Hyundai Young Player award were in action on Matchday 2 at Brazil... http://t.co/jVgj5XJH3U
Bolashopid	Young guns kept quiet: No candidates for the Hyundai Young Player award were in action on Matchday 2 at Brazil... http://t.co/vOJHmxziov
OklahomaSentina	#Brazil BEAT: Striking subway workers fans, too -  In a video message... http://t.co/5pUBPWkjN1  #ReidWiseman #SteveSwanson #WorldCup
soccercupics	#IvoryCoast #Worldcup #Brazil http://t.co/l88xwRhfwH
DanNafis	Young guns kept quiet: No candidates for the Hyundai Young Player award were in action on Matchday 2 at Brazil... http://t.co/k0xuDTfsz3
soccercupics	#Iran #worldcup #brazil http://t.co/ZuCSHxBWEM
Elang_Archers	Young guns kept quiet: No candidates for the Hyundai Young Player award were in action on Matchday 2 at Brazil... http://t.co/KpOIxqW1tU
soccercupics	#Ghana #worldcup #brazil http://t.co/9Y9yrJ7vpx
SPORTSCIRCUSINT	Young guns kept quiet: No candidates for the Hyundai Young Player award were in action on Matchday 2 at Brazil... http://t.co/rQFE7w5IBY
soccercupics	#Germany #worldcup #brazil http://t.co/NsD8MpnOlS
FUTBOLCOMAR	Young guns kept quiet: No candidates for the Hyundai Young Player award were in action on Matchday 2 at Brazil... http://t.co/69Z1O2BTdi
soccercupics	#France #worldcup #brazil http://t.co/NFLHihMIBR
HiDEOUTSYDNEY	Young guns kept quiet: No candidates for the Hyundai Young Player award were in action on Matchday 2 at Brazil... http://t.co/hjeQXLvTqC
uOttawaSBC	538 explains why Brazil has the best chance of winning the #WorldCup... of any team... ever... http://t.co/I0HXa6Qcq9
WarshingtonPost	Chad: A primer on earth’s greatest sporting spectacle, the World Cup -  Brazil is hosting the World... http://t.co/qNVqKBADIj  #WorldCup
WashingtonPist	A primer on earth’s greatest sporting spectacle, the World Cup -  Brazil is hosting the World Cup, and,... http://t.co/OysQCELSD9  #WorldCup
CariLeguizamon	made #flagface #worldcup #worldcup2014 #football #brazil with #iPhone App http://t.co/iCSDalXLJg… http://t.co/J1QO0XFZGt
ThatGuyTaz	The 1st virtual autograph I got on 'PRIZM FIFA BRAZIL' https://t.co/TiIRF4eDTr @PaniniAmerica #4pxp #WorldCup #Chile #FutbolNow #FanEnough
OklahomaSentina	BRAZIL BEAT: Aussie fans make 9,000-mile trip -  The streets around the Arena Pantanal in... http://t.co/sOPdvIfBNN  #MattBesler #WorldCup
Pirate_Journal	Who’s Traveling to Brazil to Watch the World Cup? -  By Erin McCarthy Fans of Brazil’s national soccer... http://t.co/x1QJYUrR9S  #WorldCup
Pirate_Journal	The Kick Off to a Global Ritual -  By Jeremy Gordon #Brazil’s forward... http://t.co/EJAa9KJRXh  #SportsIllustrated #UnitedStates #WorldCup
teracrack	#Brazil #FIFA2014 #WorldCup My day in 1 month😏 #t4l #l4l #f4f #soccermemes #memes #funnypics #art football #socce... http://t.co/32zo6g9DUu
TeamUOT_TTs	#Worldcup2014 #Worldcup #Ned #Esp #Espned #Spain #Espvsned #Mexcmr #Brazil #Np #TT21937
MaxineEThompson	#WorldCup LA Blues 2 "...you have to learn how to play whatever cards you are dealt" #Brazil #cartel #love #death #http://alturl.com/3zyyf
iFiFa2014	#Brazil #FIFA2014 #WorldCup Photo http://t.co/hdCJceuV76
GringaBrazilien	WorldCup Day 2. A spectacular full moon rises above our capital, Brasilia. Even the skies are happy. Goodnight Brazil http://t.co/vJSkofwyvz
allin1indonews	Brazil gets in World Cup swing as protests quieten down http://t.co/yDrVj4xJ4E #sport
halfstrength	How a São Paulo neighborhood sounds when Brazil scores in the World Cup https://t.co/svZ9LdpywB @joerogan @WarriorPoetUS #WorldCup
NaiLusia	Cant seem to get excited about this #WorldCup with all the other news coming out of Brazil.
Ambactusrex	#worldcup #samurai #brazil #freestyle http://t.co/SBITzvFrG6
jhodero1	Y a Quien le vas Tu?  #France #2014 #WorldCup #Brazil http://t.co/HjekfIQNbx
OklahomaSentina	Brazilians jam in front of TVs for World Cup start -  Brazil's national team... http://t.co/UVVkoGNfxa  #BrazilMarcelo #SantaMarta #WorldCup
ImVaishu55	Go @CBF_FUTEBOL! #WorldCup Brazil!
oldiesmexico	#nowplaying Miguel Gallardo - Ella en http://t.co/x2k7dK0HEe Mexico oldies 11:11 Que YOLO Brazil WorldCup
Pirate_Journal	Who’s Traveling to Brazil to Watch the World Cup? -  By Erin McCarthy Fans of Brazil’s national soccer... http://t.co/x1QJYUrR9S  #WorldCup
fidelicide	Males nonton worlcup dan ngomongin worldcup brazil.....
eugenehu	Guess I am having Cup Noodles for dinner #WorldCup http://t.co/u1PFQMO1Vh
iFifaWorIdCup	#Fifa #WorldCup World Cup Sporting my home country.......... #england #worldcup #normal #lightwork #brazil http://t.co/aqok6lMZI2
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Socceroos game did not dissapoint #worldcup #soccer #football #passion #whataga... http://t.co/zPuruT6I64
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup #InstaSize#instadaily#worldcup#spain#casillas#realmadrid#football#soccer#월드컵#카시... http://t.co/xLXXEMrzMS
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Sporting my home country.......... #england #worldcup #normal #lightwork #brazil http://t.co/lyEJZYRj8q
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup #Robben#worldcup#casillas#2010#2014#everything_changes http://t.co/RZUJVgxNGV
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup #America as told by the #BrooklynBridge #FlagDay #USA #WorldCup #IBelieve http://t.co/z0KZl4TCLj
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup #Spain  fans leaving before the match ended,just after they hit 4:D....#Netherl... http://t.co/KK58MpcHul
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup I missed you #bestfriends #girls #pizzaparty #worldcup #thenetherlands #happy :) http://t.co/AGRxadhDzV
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Some got cut of but you kkow what it says! Looool #text#worldcup#ifunny http://t.co/Lpd0LITgfz
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup How fitting for today's dinner! #spainwho? #worldcup http://t.co/HPPZp9inCn
iFiFa2014	#Brazil #FIFA2014 #WorldCup #crack#brazil#fifaworldcup#njr http://t.co/IDEm4XgtWG
iFiFa2014	#Brazil #FIFA2014 #WorldCup "Ronaldinho 10". June 14, 2014. iPhone 5S http://t.co/0rMbq0BQzj
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Lots of love for the gringos. Everybody was a Brazilian last night in recife #c... http://t.co/vywQ7q4d1g
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup #España #Holanda #ArenaForteNova #WorldCup #Selfie http://t.co/jFNe4Aab8k
iFiFa2014	#Brazil #FIFA2014 #WorldCup Who's going to win the #WorldCup? Comment below! #QuadChat #Soccer http://t.co/2EycKLkDkT
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup #Robben #Holland #worldcup #brazil2014 #MiaSanMia http://t.co/joWpc5tMkL
iFiFa2014	#Brazil #FIFA2014 #WorldCup Mundialera!! ♥  #CHILE #FIFAWORLDCUP #FAN #FUTBALL http://t.co/uu6tjFxE1z
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Tomorrow's games #worldcup http://t.co/4X0mMDJrQY
iFiFa2014	#Brazil #FIFA2014 #WorldCup Robin Van Persie with 2 of Holland's 5 goals in this afternoon's beat down over the r... http://t.co/7iLfCiBHR4
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup #lajuiceria #worldcup perfect companions as you root for your favorite team http://t.co/O8GxLuHtK1
iFiFa2014	#Brazil #FIFA2014 #WorldCup Socceroos game did not dissapoint #worldcup #soccer #football #passion #whatagame #Au... http://t.co/7lQVXr387O
iFiFa2014	#Brazil #FIFA2014 #WorldCup #FIFAWORLDCUP fever?  #ELISABETHWEINSTOCK watersnake soccer balls available now at #o... http://t.co/71dqOSwppj
Rynosimpson	Can't wait for #Brazil to play #Mexico #WorldCup
iFiFa2014	#Brazil #FIFA2014 #WorldCup Jorge se va a Brazil!! http://t.co/iJmQZGNWeS
iFiFa2014	#Brazil #FIFA2014 #WorldCup GROUP B #fifaworldcup http://t.co/JUqQye55vS
CleanboxQro	Football - Spain v Netherlands - FIFA World Cup Brazil 2014 - Group B - Arena Fonte Nova, Salvador, Brazil  http://t.co/hP10GCW7vP
iFiFa2014	#Brazil #FIFA2014 #WorldCup Photo of the day: arjenrobben celebrating his first of two goals against Spain #ilove... http://t.co/8Eq5KlhhIs
iFiFa2014	#Brazil #FIFA2014 #WorldCup I don't always use Facebook, but when I do... http://t.co/u3SeODjNEm
iFiFa2014	#Brazil #FIFA2014 #WorldCup Sporting my home country.......... #england #worldcup #normal #lightwork #brazil http://t.co/ZOtKOLsGAR
iFiFa2014	#Brazil #FIFA2014 #WorldCup Frying Dutchman #FIFAWorldCup #NED http://t.co/3UHzfwdYuX
iFiFa2014	#Brazil #FIFA2014 #WorldCup #brasil #shirt #fifaworldcup #brasil2014 #dominguez #7 http://t.co/gR3SGOSfhW
iFiFa2014	#Brazil #FIFA2014 #WorldCup GROUP A #fifaworldcup http://t.co/X53PGYEs10
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup #crack#brazil#fifaworldcup#njr http://t.co/K4i5CoxgYy
Basse1Ba1e	Redemption is sweet ain't it ;),Spain 1-5 Holland// well I'm with Brazil so VISCA BRAZILLLL &lt;3&lt;3 &lt;3&lt;3 #WorldCup http://t.co/YRrpEW1c1J
iFiFa2014	#Brazil #FIFA2014 #WorldCup #Robben#worldcup#casillas#2010#2014#everything_changes http://t.co/TfzK0Ljr43
iFiFa2014	#Brazil #FIFA2014 #WorldCup #America as told by the #BrooklynBridge #FlagDay #USA #WorldCup #IBelieve http://t.co/aHL5Cpj0tl
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Who's going to win the #WorldCup? Comment below! #QuadChat #Soccer http://t.co/5GzG50D3ZN
iFiFa2014	#Brazil #FIFA2014 #WorldCup #Spain  fans leaving before the match ended,just after they hit 4:D....#Netherlands v... http://t.co/IpfNPzyvzz
iFiFa2014	#Brazil #FIFA2014 #WorldCup I missed you #bestfriends #girls #pizzaparty #worldcup #thenetherlands #happy :) http://t.co/DxNPZHkrSy
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Mundialera!! ♥  #CHILE #FIFAWORLDCUP #FAN #FUTBALL http://t.co/nlyxqEGiNH
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Robin Van Persie with 2 of Holland's 5 goals in this afternoon's beat down over... http://t.co/DPoPZ2kdkp
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Parecendo um MINI CRAQUE!!! 😂😂😂😂😂😂 😂😂😂😂 fitsportacademia1 gutootome #fitsportac... http://t.co/7KRtMY1IG6
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup #FIFAWORLDCUP fever?  #ELISABETHWEINSTOCK watersnake soccer balls available now... http://t.co/mMuv86SQct
iFiFa2014	#Brazil #FIFA2014 #WorldCup Some got cut of but you kkow what it says! Looool #text#worldcup#ifunny http://t.co/c6nS7D1UfN
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Jorge se va a Brazil!! http://t.co/WQo9UHu5Zz
iFiFa2014	#Brazil #FIFA2014 #WorldCup How fitting for today's dinner! #spainwho? #worldcup http://t.co/C63vdJmJFg
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup GROUP B #fifaworldcup http://t.co/hfucS2Nria
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Photo of the day: arjenrobben celebrating his first of two goals against Spain ... http://t.co/IS6PswTGj2
iFiFa2014	#Brazil #FIFA2014 #WorldCup Lots of love for the gringos. Everybody was a Brazilian last night in recife #copadom... http://t.co/PBlgl3ruxw
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup I don't always use Facebook, but when I do... http://t.co/5GeG3CuN9L
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup Frying Dutchman #FIFAWorldCup #NED http://t.co/2vLDkKYswF
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup #brasil #shirt #fifaworldcup #brasil2014 #dominguez #7 http://t.co/7s9P4lxFgx
BRAZlL2014	#FootBall #FiFa #Brazil #worldcup GROUP A #fifaworldcup http://t.co/pD2Ib7BAwL
socraters11	Football - Spain v Netherlands - FIFA World Cup Brazil 2014  http://t.co/1rVWTWDlBy
iFifaWorIdCup	#Fifa #WorldCup World Cup #crack#brazil#fifaworldcup#njr http://t.co/Eutejvv5rm
iFiFa2014	#Brazil #FIFA2014 #WorldCup #España #Holanda #ArenaForteNova #WorldCup #Selfie http://t.co/K6QysIRW8f
iFiFa2014	#Brazil #FIFA2014 #WorldCup #Robben #Holland #worldcup #brazil2014 #MiaSanMia http://t.co/VDcn9XLLTa
iFiFa2014	#Brazil #FIFA2014 #WorldCup Tomorrow's games #worldcup http://t.co/ZedBN2zUyP
iFifaWorIdCup	#Fifa #WorldCup World Cup Jorge se va a Brazil!! http://t.co/g9TFFG0C7B
iFiFa2014	#Brazil #FIFA2014 #WorldCup #lajuiceria #worldcup perfect companions as you root for your favorite team http://t.co/PlxJWYL77h
KarimFelixCena	#WorldCup I can't wait to see it see all soccer player out there I might pick #Brazil  or #Germany they got good team out there
msleiningsclass	My parents and I ready for the Spain vs. Netherlands game! Salvador, Brazil #WorldCup http://t.co/XzzhyrwWFN
AditiDewra	"@FIFAWorldCup: What a difference 1,433 days made for Robben, @Persie_Official &amp; @OnsOranje – http://t.co/TA2wqgcisi http://t.co/zSNydMWskl"
Brazil2014Agent	Fifa World Cup Brazil 2014: Peralta strike gives Mexico win in Natal rainstorm - Times of Oman http://t.co/9MNPsmPXwc #Brazil2014 #WorldCup
Brazil2014Agent	Fifa World Cup Brazil 2014: Beckenbauer banned by Fifa for failing to cooperate - Times of Oman http://t.co/PqLTpMnu1t #Brazil2014 #WorldCup
lyorks	Getting ready to board my flight to #Brazil. Looking forward to seeing our @JGSportsLtd clients, their families and friends. #WorldCup
GangstaJournal	World Cup 2014: Brazil Beats #Croatia in Opener - Sunrise in Sao Paulo started with a mixed... http://t.co/80EkAYVhMv  #SaoPaulo #WorldCup
uranusaturn	#Brazil takes advantage of #WorldCup crowds to test for HIV; #UNAIDS "Protect the Goal" #HIV/AIDS prevention program http://t.co/YmnLBqTjGy
iFiFa2014	#Brazil #FIFA2014 #WorldCup Robin van Persie: "Often, you quit after two or three goals. But we went on, and on,... http://t.co/0fcmVIfVc0
iFiFa2014	#Brazil #FIFA2014 #WorldCup Van Persie celebrates scoring his brace after winning the ball off Casillas. http://t.co/QNMuHQ1a2C
iFiFa2014	#Brazil #FIFA2014 #WorldCup Jean Beausejour puts Chile 3-1 up… http://t.co/yys2H80JFF
SpecReplay	Costa's Brazil debut for Spain ugly, humiliating #WorldCup #FIFAWorldCup | Read http://t.co/41B2SlcwvS http://t.co/1JuqtnXpFI
ChrisXP27	#Lockmix #WP8 #WindoesPhone8 #WorldCup #Brazil #worldcup2014 #lockscreen #Nokia #Lumia #Lumia1520 #Widget http://t.co/0yQpslvney
Brazil2014Agent	FIFA World Cup Day 2 in photos - Sportsnet.ca http://t.co/Di4HHFEba6 #Brazil2014 #WorldCup
Brazil2014Agent	Brazil in World Cup swing as goals fly in, protests ease - Thomson Reuters Foundation http://t.co/AGOHmCeDUo #Brazil2014 #WorldCup
LIVEFIFA2014	World Cup 2014: Mexico impressed in victory over Cameroon, and their 3-5-2 formation could cause Brazil problems http://t.co/jbfW0EtRfL
Brazil2014Agent	Brazil's pursuit of the World Cup means millions of tons of junk TVs - Quartz http://t.co/zZiTLQtWGl #Brazil2014 #WorldCup
Brazil2014Agent	BRAZIL BEAT: England popular - too popular - on World Cup shopping trip in ... - Daily Journal http://t.co/4N6H1v9ro1 #Brazil2014 #WorldCup
Brazil2014Agent	Brazil police detain 11 in World Cup city - Bloomington Pantagraph http://t.co/7Vr7Ak3QLl #Brazil2014 #WorldCup
Brazil2014Agent	FIFA World Cup 2014: Brazil burst off blocks - Deccan Chronicle http://t.co/4EN2LJ830p #Brazil2014 #WorldCup
brazil_agent	Chile just too hot for Australia - CANOE http://t.co/YCTiSkdFm1 #Brazil2014 #WorldCup #brazil
brazil_agent	FIFA World Cup Day 2 in photos - Sportsnet.ca http://t.co/HwazgE4hMT #Brazil2014 #WorldCup #brazil
brazil_agent	Dutch dazzle World Cup with great win over Spain - The Idaho Statesman http://t.co/VGTIfqJMan #Brazil2014 #WorldCup #brazil
brazil_agent	Brazil in World Cup swing as goals fly in, protests ease - Thomson Reuters Foundation http://t.co/UkspjJRfYI #Brazil2014 #WorldCup #brazil
brazil_agent	World Cup viewership up 8 percent in US - http://t.co/GDfhFynVww http://t.co/J4iMjj2pAs #Brazil2014 #WorldCup #brazil
brazil_agent	Chile beats Australia 3-1 in World Cup - The Herald | http://t.co/NPiWzd1Apl http://t.co/sukb1nAIEa #Brazil2014 #WorldCup #brazil
brazil_agent	World Cup: US players prepare for anything from referees - Kankakee Daily Journal http://t.co/loXSZqGcBy #Brazil2014 #WorldCup #brazil
mzgrace1	Someone buy me this! Supporting #USA for the #WorldCup #Brazil #JerseyShirt #Someone #Buymethis 😭😩 http://t.co/IYQBovnnOv
brazil_agent	Netherlands thrashes Spain 5-1 in World Cup opener - http://t.co/awMOl3XFd9 http://t.co/eigO8NKrFQ #Brazil2014 #WorldCup #brazil
brazil_agent	World Cup Preview: 10 Things You Need to Know About Ivory Coast - Paste Magazine http://t.co/VF7sYevvi1 #Brazil2014 #WorldCup #brazil
brazil_agent	Netherlands thrash Spain in World Cup shock - Fiji Times http://t.co/jdCUiizuEc #Brazil2014 #WorldCup #brazil
brazil_agent	Kovac: Croatia targeting response - http://t.co/3NBRssr1Df http://t.co/NFY4QMXVvV #Brazil2014 #WorldCup #brazil
brazil_agent	Brazil's pursuit of the World Cup means millions of tons of junk TVs - Quartz http://t.co/bkQtm4kMu8 #Brazil2014 #WorldCup #brazil
WendyHung	Teams arriving in Brazil in chic style makes our #WorldCup #FashionFriday http://t.co/A8lvwNPQk4 @SociableVIP @vogueandcoffee @FashionUKnews
brazil_agent	Result: Chile edge past brave Australia - Sports Mole http://t.co/VQGBag3I3K #Brazil2014 #WorldCup #brazil
brazil_agent	Pele 'fears every German player' - Sports Mole http://t.co/R9cFULg4aC #Brazil2014 #WorldCup #brazil
brazil_agent	Vicente del Bosque refusing to blame individuals following heavy defeat - Sports Mole http://t.co/xYR1xxawPs #Brazil2014 #WorldCup #brazil
brazil_agent	Brazil police detain 11 in World Cup city - Bloomington Pantagraph http://t.co/vX8ULnU2JB #Brazil2014 #WorldCup #brazil
brazil_agent	Florida grad holds goals record, but seeks World Cup title - http://t.co/VGPqqGBHjj http://t.co/6K12fKBMYI #Brazil2014 #WorldCup #brazil
brazil_agent	World Cup diary: Quick rhythm can prevent early losses - The Tennessean http://t.co/9gyfH3BCm9 #Brazil2014 #WorldCup #brazil
brazil_agent	FIFA World Cup: Chile 3 Australia 1 - Sport LIVE http://t.co/5Jc8Rwjpox #Brazil2014 #WorldCup #brazil
brazil_agent	Australia's fighting spirit not enough as Alexis Sánchez fires up Chile - The Guardian http://t.co/i7HImyuymZ #Brazil2014 #WorldCup #brazil
brazil_agent	Spain's Xavi: Loss to Dutch hardest of my career - Belleville News Democrat http://t.co/T2DcnBFEOr #Brazil2014 #WorldCup #brazil
